iteration: 0 generation: def newfun(image): return image.score(['a beam in the water', 'a vertical pipe', 'a black-and-white striped body', 'a rounded or tapered end', 'white spots on the fins', 'a whistle'])
iteration: 145 generation: def newfun(image): return image.score(['a trumpetfish and a blue tang in a coral reef'])
iteration: 146 generation: def newfun(image): return image.score(['a large group of fish swimming in front of a coral reef', 'a school of fish swimming in unison', 'a close-up of a fishs face', 'a fish swimming near a coral reef', 'a fish swimming near a sea turtle', 'a fish swimming in front of a wall of coral'])
iteration: 147 generation: def newfun(image): return image.score(['a parrotfish with blue and yellow', 'a parrotfish with blue-and-white stripes', 'a parrotfish with yellow and black', 'a parrotfish with blue and black', 'a parrotfish with bright red and blue', 'a parrotfish with bright orange and purple'])
iteration: 148 generation: def newfun(image): return image.score(['a blue tang schooling', 'a parrotfish schooling', 'a trumpetfish schooling', 'a butterflyfish schooling', 'a yellow tang schooling', 'a scorpionfish schooling'])
iteration: 149 generation: def newfun(image): return image.score(['a trumpetfish', 'a trumpetfish with a long snout', 'a trumpetfish with a blue body', 'a trumpetfish with a yellow body', 'a trumpetfish with a striped tail', 'a trumpetfish with a spotty body'])
iteration: 150 generation: def newfun(image): return image.score(['a trumpetfish and a blue tang', 'a trumpetfish and a blue tang with eggs', 'a trumpetfish and a blue tang with bubbles', 'a trumpetfish and a blue tang swimming', 'a trumpetfish and a blue tang in an anemone', 'a trumpetfish and a blue tang in a coral reef'])
iteration: 151 generation: def newfun(image): return image.score(['a parrotfish and a moorish idol swimming together', 'a parrotfish facing a moorish idol', 'a moorish idol and a blue tang swimming together', 'a moorish idol swimming alone', 'a moorish idol swimming near an anemone', 'a moorish idol swimming near a coral reef'])
iteration: 152 generation: def newfun(image): return image.score(['a spotted cleaner wrasse swimming near a parrotfish', 'a spotted cleaner wrasse swimming near a yellow tang', 'a spotted cleaner wrasse swimming near a blue tang', 'a spotted cleaner wrasse swimming near a porkfish', 'a spotted cleaner wrasse swimming near a trumpetfish', 'a spotted cleaner wrasse swimming near a Doctorfish'])
iteration: 153 generation: def newfun(image): return image.score(['a blue tang and a yellowtail damselfish swimming together in the foreground', 'a blue tang and a yellowtail damselfish swimming away from each other in the background', 'a blue tang and a yellowtail damselfish swimming towards each other in the foreground', 'a blue tang and a yellowtail damselfish chasing each other in the background', 'a blue tang and a yellowtail damselfish fighting in the foreground', 'a blue tang and a yellowtail damselfish mating in the background'])
iteration: 154 generation: def newfun(image): return image.score(['a trumpetfish swimming on its side', 'a trumpetfish with one or both pectoral fins in the air', 'a trumpetfish bending its head down to feed', 'a trumpetfish facing the camera', 'a trumpetfish aligned at a 45 degree angle', 'a trumpetfish swimming at medium depth'])
iteration: 155 generation: def newfun(image): return image.score(['a large school of blue damselfish swimming near coral', 'a school of blue tang swimming near a drop-off', 'a large parrotfish swimming near a coral cave', ' diverse school of fish swimming near a coral reef', 'a school of yellowtail damselfish swimming near a coral reef', 'a sea turtle near a coral reef'])
iteration: 156 generation: def newfun(image): return image.score(['a trumpetfish and a blue tang in a symbiotic relationship', 'a trumpetfish and a blue tang with eggs in a coral reef', 'a trumpetfish and a blue tang swimming together in a school of fish', 'a trumpetfish and a blue tang being cleaned by a cleaner wrasse', 'a trumpetfish and a blue tang in a sea fan', 'a trumpetfish and a blue tang in a sea whip'])
iteration: 157 generation: def newfun(image): return image.score(['a blacktip reef shark swimming in shallow water', 'a blacktip reef shark with its fins covered in algae', 'a blacktip reef shark eating a small fish', 'a blacktip reef shark about to attack a human', 'a blacktip reef shark with its mouth open', 'a blacktip reef shark swimming through a group of other fish'])
iteration: 158 generation: def newfun(image): return image.score(['a blue chromis with a yellow head and black body', 'a blue chromis with yellow and black stripes', 'a blue chromis with blue and yellow stripes', 'a blue chromis swimming near a coral reef', 'a blue chromis swimming through a school of small fish', 'a blue chromis swimming near a sea star'])
iteration: 159 generation: def newfun(image): return image.score(['a chromis schooling', 'a chromis swimming over a coral reef', 'a chromis swimming near a sea turtle', 'a chromis swimming near a stingray', 'a chromis swimming near a scuba or snorkeling mask', 'a chromis swimming in shallow water'])
iteration: 160 generation: def newfun(image): return image.score(['blue-and-yellow chromis', 'yellow-and-black chromis', 'black-and-yellow chromis', 'blue-and-yellow-and-black chromis'])
iteration: 161 generation: def newfun(image): return image.score(['a blue tang swimming at mid-water depth', 'a blue tang with dark bars on its dorsal fin', 'a blue tang with pale coloration', 'a blue tang with its dorsal fin curled', 'a blue tang swimming near a coral reef', 'a blue tang in a crevice or hole'])
iteration: 162 generation: def newfun(image): return image.score(['a blue-and-yellow tang', 'a blue-and-yellow damselfish', 'a blue-and-yellow chromis', 'a blue-and-yellow surgeonfish', 'a blue-and-yellow triggerfish', 'a blue-and-yellow parrotfish'])
iteration: 163 generation: def newfun(image): return image.score(['a parrotfish', 'a parrotfish with yellow or blue highlights', 'a parrotfish with a large mouth', 'a parrotfish with bright blue or green highlights', 'a parrotfish with yellow highlights and blue streaks', 'a parrotfish with a long snout'])
iteration: 164 generation: def newfun(image): return image.score(['a school of damselfish swimming near a coral reef', 'a school of fish swimming near a coral reef', 'a school of yellow-and-black damselfish swimming near a coral reef', 'a school of blue-and-yellow damselfish swimming near a coral reef', 'a school of Moorish idols swimming near a coral reef', 'a school of angelfish swimming near a coral reef'])
iteration: 165 generation: def newfun(image): return image.score(['a great barracuda swimming near a coral reef', 'a great barracuda swimming near a school of fish', 'a great barracuda swimming near a moorish idol', 'a great barracuda swimming near a parrotfish', 'a great barracuda swimming near a sea turtle', 'a great barracuda swimming near a scuba or snorkeling mask'])
iteration: 166 generation: def newfun(image): return image.score(['a school of blue tang and a blacktip reef shark swimming together', 'a blue tang trying to clean the teeth of a blacktip reef shark', 'a blacktip reef shark trying to attack a school of blue tang', 'a school of blue tang and a blacktip reef shark fighting over food', 'a blacktip reef shark chasing a school of blue tang through a coral reef', 'a school of blue tang and a blacktip reef shark swimming through a kelp forest'])
iteration: 167 generation: def newfun(image): return image.score(['a parrotfish with a blue damselfish in the background', 'a yellowtail damselfish with a parrotfish in the background', 'a parrotfish in front of a school of damselfish', 'a blue tang and a damselfish with a parrotfish in the background', 'a damselfish and a parrotfish swimming together', 'a parrotfish and a blue tang with a school of damselfish in the background'])
iteration: 168 generation: def newfun(image): return image.score(['a barracuda', 'a barracuda swimming near a school of fish', 'a barracuda swimming near a coral reef', 'a barracuda swimming near a moorish idol', 'a barracuda swimming near a parrotfish', 'a barracuda swimming near a sea turtle'])
iteration: 169 generation: def newfun(image): return image.score(['a Pacific parrotfish', 'a blue parrotfish', 'a rainbow parrotfish', 'a scarlet parrotfish', 'a princess parrotfish', 'a blue-and-yellow parrotfish'])
iteration: 170 generation: def newfun(image): return image.score(['a group of damselfish swimming together with a large parrotfish in the background', 'a group of damselfish swimming together with a large blue tang in the background', 'a group of damselfish swimming together near a coral reef with a parrotfish', 'a group of damselfish swimming together near a coral reef with a blue tang', 'a group of damselfish swimming together near a drop-off with a parrotfish', 'a group of damselfish swimming together near a drop-off with a blue tang'])
iteration: 171 generation: def newfun(image): return image.score(['a parrotfish', 'a blue tang', 'a damselfish', 'a trumpetfish', 'a butterflyfish', 'a bluestreaked cleaner wrasse'])
iteration: 172 generation: def newfun(image): return image.score(['a blacktip reef shark swimming near a blue tang', 'a blacktip reef shark swimming near a parrotfish', 'a blacktip reef shark swimming near a group of damselfish', 'a blacktip reef shark swimming through a school of blue tang', 'a blacktip reef shark swimming through a school of parrotfish', 'a blacktip reef shark chasing a group of damselfish'])
iteration: 173 generation: def newfun(image): return image.score(['a blue tang', 'a blue tang swimming near a group of damselfish', 'a blue tang swimming near a group of angelfish', 'a blue tang swimming near a sea fan', 'a blue tang swimming near a school of fish', 'a blue tang swimming near a coral reef'])
iteration: 174 generation: def newfun(image): return image.score(['a blue-and-yellow damselfish swimming under a rocky ledge', 'a blue-and-yellow damselfish swimming near a sea fan', 'a blue-and-yellow damselfish swimming above a coral reef', 'a blue-and-yellow damselfish swimming near a school of small fish', 'a blue-and-yellow damselfish swimming near a scuba or snorkeling diver', 'a blue-and-yellow damselfish hiding in a crevice'])
iteration: 175 generation: def newfun(image): return image.score(['a blue tang and a yellowtail damselfish swimming in front of a coral reef', 'a blue tang and a yellowtail damselfish swimming in front of a shipwreck', 'a blue tang and a yellowtail damselfish swimming in front of a pier', 'a blue tang and a yellowtail damselfish swimming in front of a beach', 'a blue tang and a yellowtail damselfish swimming in front of a rocky cliff', 'a blue tang and a yellowtail damselfish swimming in front of a wall of compiler'])
iteration: 176 generation: def newfun(image): return image.score(['a group of parrotfish and a group of trumpetfish swimming together'])
iteration: 177 generation: def newfun(image): return image.score(['a trumpetfish and a blue tang', 'a trumpetfish and a blue tang with eggs', 'a trumpetfish and a blue tang with bubbles', 'a trumpetfish and a blue tang swimming', 'a trumpetfish and a blue tang in an anemone', 'a trumpetfish and a blue tang in a coral reef'])
iteration: 178 generation: def newfun(image): return image.score(['a school of blue-and-yellow damselfish swimming above a sea fan', 'a school of blue-and-yellow damselfish swimming above a sea whip', 'a school of blue-and-yellow damselfish swimming above a sea rod', 'a school of blue-and-yellow damselfish swimming above a coral reef', 'a school of blue-and-yellow damselfish swimming above a sunken ship', 'a school of blue-and-yellow damselfish swimming in an underwater cave'])
iteration: 179 generation: def newfun(image): return image.score(['a school of moorish idol swimming near a reef', 'a school of clownfish swimming near a reef', 'a school of blue tang swimming near a reef', 'a school of yellowtail damselfish swimming near a reef', 'a school of parrotfish swimming near a reef', 'a school of chromis swimming near a reef'])
iteration: 180 generation: def newfun(image): return image.score(['a blue tang and a sergeant major damselfish swimming in front of a school of blue fins', 'a blue tang and a sergeant major damselfish swimming in front of a school of barracudas', 'a blue tang and a sergeant major damselfish swimming in front of a school of yellowtails', 'a blue tang and a sergeant major damselfish swimming in front of a school of chubs', 'a blue tang and a sergeant major damselfish swimming in front of a school of triggerfish', 'a blue tang and a sergeant major damselfish swimming in front of a school of angelfish'])
iteration: 181 generation: def newfun(image): return image.score(['a black tip shark', 'a blacktip reef shark', 'a blacktip shark swimming near a coral reef', 'a blacktip shark swimming in open water', 'a blacktip shark swimming near a school of fish', 'a blacktip shark with a school of fish swimming in the background'])
iteration: 182 generation: def newfun(image): return image.score(['a trumpetfish', 'a trumpetfish following a parrotfish', 'a trumpetfish with forage fish', 'a trumpetfish with a school of small fish', 'a trumpetfish and a blue tang swimming together', 'a trumpetfish eating a small fish'])
iteration: 183 generation: def newfun(image): return image.score(['a trumpetfish with stays close to the reef', 'a trumpetfish patroling the reef', 'a trumpetfish swimming near the drop-off', 'a trumpetfish swimming near the wall', 'a trumpetfish hiding in crevices', 'a trumpetfish resting on the bottom'])
iteration: 184 generation: def newfun(image): return image.score(['a black-and-white fish swimming near a group of colorful fish', 'a school of damselfish swimming near a coral reef', 'a group of angelfish swimming near a coral reef', 'a blue tang swimming near a group of parrotfish', 'a blue tang swimming near a sea turtle', 'a blue tang swimming near a group of butterflyfish'])
iteration: 185 generation: def newfun(image): return image.score(['a yellow tang facing a parrotfish', 'a moorish idol facing a parrotfish', 'a trumpetfish chasing a damselfish', 'a blue tang chasing a moorish idol', 'a surgeonfish chasing a parrotfish', 'a blue tang chasing a yellow tang'])
iteration: 186 generation: def newfun(image): return image.score(['a yellow tang and a trumpetfish swimming together near a coral reef', 'a yellow tang and a trumpetfish swimming together near a rocky cliff', 'a yellow tang and a trumpetfish swimming together near a shipwreck', 'a yellow tang and a trumpetfish swimming together near a pier', 'a yellow tang and a trumpetfish swimming together near a beach', 'a yellow tang and a trumpetfish swimming together in front of a school of small fish'])
iteration: 187 generation: def newfun(image): return image.score(['a group of batfish swimming together near a coral reef', 'a group of batfish swimming near a drop-off', 'a group of eagle rays swimming together', 'a group of guitarfish swimming together', 'a group of trumpetfish swimming together near a reef', 'a group of clams swimming together near a reef'])
iteration: 188 generation: def newfun(image): return image.score(['a blacktip reef shark swimming near a coral reef', 'a blacktip reef shark swimming near a school of fish', 'a blacktip reef shark swimming near a moorish idol', 'a blacktip reef shark swimming near a parrotfish', 'a blacktip reef shark swimming near a sea turtle', 'a blacktip reef shark swimming near a scuba or snorkeling mask'])
iteration: 189 generation: def newfun(image): return image.score(['a blacktip reef shark swimming in front of a coral reef', 'a blacktip reef shark swimming in front of a school of fish', 'a blacktip reef shark swimming in front of a sunken ship', 'a blacktip reef shark swimming in front of a sea fan', 'a blacktip reef shark swimming in front of a blue tang', 'a blacktip reef shark swimming in front of a parrotfish'])
iteration: 190 generation: def newfun(image): return image.score(['a trumpetfish in a sea fan', 'a trumpetfish being cleaned by a cleaner wrasse', 'a trumpetfish swimming near a blue tang', 'a trumpetfish in a sea whip', 'a trumpetfish and a blue tang swimming together', 'a trumpetfish in a coral reef'])
iteration: 191 generation: def newfun(image): return image.score(['a yellow tang and a trumpetfish swimming in front of a coral reef', 'a yellow tang and a trumpetfish swimming near a school of small fish', 'a yellow tang and a trumpetfish swimming above a shipwreck', 'a yellow tang and a trumpetfish swimming near a group of sea fans', 'a yellow tang and a trumpetfish swimming near a stand of sea whips', 'a yellow tang and a trumpetfish swimming in unison near a pier'])
iteration: 192 generation: def newfun(image): return image.score(['a blacktip reef shark head-on', 'a blacktip reef shark from a front angle', 'a blacktip reef shark from a side angle', 'a blacktip reef shark about to bite a fish', 'a blacktip reef shark passing close to a diver', 'a blacktip reef shark coming straight towards the camera'])
iteration: 193 generation: def newfun(image): return image.score(['a blue tang and a trumpetfish swimming in a school of fish', 'a blue tang and a trumpetfish swimming through a forest of reef', 'a blue tang and a trumpetfish swimming through a sea fan', 'a blue tang and a trumpetfish swimming towards a sunset', 'a blue tang and a trumpetfish swimming away from a school of fish', 'a blue tang and a trumpetfish swimming towards a group of divers'])
iteration: 194 generation: def newfun(image): return image.score(['two parrotfish and a trumpetfish swimming near a coral reef', 'a school of blue damselfish and a trumpetfish swimming near a drop-off', 'a pair of parrotfish and a trumpetfish swimming near a sea fan', 'a group of fish and a trumpetfish swimming near a coral cave', 'a school of fish and a trumpetfish swimming near a wall of coral', 'a pair of blue tang and a trumpetfish swimming through a forest of reef'])
iteration: 195 generation: def newfun(image): return image.score(['a school of trumpetfish swimming together', 'a school of trumpetfish swimming near a coral reef', 'a school of trumpetfish swimming in a line', 'a school of trumpetfish swimming in unison', 'a school of trumpetfish swimming near a school of damselfish', 'a school of trumpetfish swimming near a school of butterflyfish'])
iteration: 196 generation: def newfun(image): return image.score(['a parrotfish swimming near a coral reef with a blue-and-yellow damselfish', 'a parrotfish swimming near a coral reef with a school of small fish', 'a parrotfish swimming near a drop-off with a blue-and-yellow tang', 'a parrotfish swimming near a drop-off with a school of small fish', 'a parrotfish swimming near a blue-and-yellow damselfish hiding in a crevice', 'a parrotfish swimming near a blue-and-yellow tang swimming near a sea turtle'])
iteration: 197 generation: def newfun(image): return image.score(['a blacktip reef shark swimming in shallow water', 'a blacktip reef shark with its fins covered in algae', 'a blacktip reef shark eating a small fish', 'a blacktip reef shark about to attack a human', 'a blacktip reef shark with its mouth open', 'a blacktip reef shark swimming through a group of other fish'])
iteration: 198 generation: def newfun(image): return image.score(['a parrotfish and a trumpetfish swimming together'])
iteration: 199 generation: def newfun(image): return image.score(['a yellow tang and a trumpetfish swimming together near a coral reef', 'a yellow tang and a trumpetfish swimming together near a rocky cliff', 'a yellow tang and a trumpetfish swimming together near a shipwreck', 'a yellow tang and a trumpetfish swimming together near a pier', 'a yellow tang and a trumpetfish swimming together near a beach', 'a yellow tang and a trumpetfish swimming together in front of a school of small fish'])
